id,dimensions_small,dimensions_large,steps,steps_to_keep,rule,bundle_size,n_trails,experiment_desc,neg_mean,neg_std,pos_mean,pos_std,timestamp
172,128,512,3,4,173,5,1000,concatenating previous CA expansion,0.5611839470791458,0.0282826314791136,0.7134828125,0.0262229030996313,2023-10-11 13:24:10.590759
173,128,512,3,4,174,5,1000,concatenating previous CA expansion,0.54115859375,0.0407042903398888,0.70405234375,0.0382215616539742,2023-10-11 13:25:00.970574
174,128,512,3,4,175,5,1000,concatenating previous CA expansion,0.648787747330402,0.0293780575859656,0.75529453125,0.0292329487037656,2023-10-11 13:25:47.207974
175,128,512,3,4,176,5,1000,concatenating previous CA expansion,0.5602512484296482,0.0380852576351765,0.7124625,0.0370146380857247,2023-10-11 13:26:36.336220
176,128,512,3,4,177,5,1000,concatenating previous CA expansion,0.5118169303548995,0.0363191490737527,0.692227734375,0.0354840240872365,2023-10-11 13:27:22.243765
177,128,512,3,4,178,5,1000,concatenating previous CA expansion,0.5002984865734924,0.0475082655919415,0.687656640625,0.0452049575770697,2023-10-11 13:28:09.155872
178,128,512,3,4,179,5,1000,concatenating previous CA expansion,0.515251849089196,0.0424455406724374,0.693953125,0.0411027526973179,2023-10-11 13:28:54.776819
179,128,512,3,4,180,5,1000,concatenating previous CA expansion,0.4998277383008794,0.0301321938221441,0.687808984375,0.0279942962259332,2023-10-11 13:29:40.067450
180,128,512,3,4,181,5,1000,concatenating previous CA expansion,0.5329920461683417,0.0261518849885553,0.70101015625,0.0248739455232489,2023-10-11 13:30:25.495858
181,128,512,3,4,182,5,1000,concatenating previous CA expansion,0.591905859375,0.024215080681283,0.727337890625,0.0231578194810931,2023-10-11 13:31:11.009839
182,128,512,3,4,183,5,1000,concatenating previous CA expansion,0.6338993659704774,0.0268081751497086,0.747655078125,0.0250171114260864,2023-10-11 13:31:56.741034
183,128,512,3,4,184,5,1000,concatenating previous CA expansion,0.5000888190954774,0.0384741632709825,0.6870984375,0.0371475609780924,2023-10-11 13:32:42.105887
184,128,512,3,4,185,5,1000,concatenating previous CA expansion,0.5414976601758794,0.0323526838948362,0.7046203125,0.0319544773934464,2023-10-11 13:33:27.892206
185,128,512,3,4,186,5,1000,concatenating previous CA expansion,0.558741139290201,0.0381116895970474,0.71214375,0.0370474282632137,2023-10-11 13:34:13.530567
186,128,512,3,4,187,5,1000,concatenating previous CA expansion,0.6486411981783919,0.0289283577261065,0.75434296875,0.0292322727209605,2023-10-11 13:34:59.231761
187,128,512,3,4,188,5,1000,concatenating previous CA expansion,0.6097569468435929,0.0273953635999579,0.737112109375,0.0252295580947041,2023-10-11 13:35:45.297398
188,128,512,3,4,189,5,1000,concatenating previous CA expansion,0.6908481253925879,0.0205692525141961,0.778740234375,0.0201324440593408,2023-10-11 13:36:32.274150
189,128,512,3,4,190,5,1000,concatenating previous CA expansion,0.6966181277481156,0.0252225751517171,0.782132421875,0.0248608858914631,2023-10-11 13:37:18.618124
190,128,512,3,4,191,5,1000,concatenating previous CA expansion,0.7722533369974874,0.0198610646755191,0.83111484375,0.0193172506134969,2023-10-11 13:38:08.707805
191,128,512,3,4,192,5,1000,concatenating previous CA expansion,0.7512502041457286,0.0332571102695338,0.821521875,0.0321135679668048,2023-10-11 13:38:57.325121
192,128,512,3,4,193,5,1000,concatenating previous CA expansion,0.515062668812814,0.0248796671486049,0.6937484375,0.0232384712890405,2023-10-11 13:39:46.176106
193,128,512,3,4,194,5,1000,concatenating previous CA expansion,0.6120292183574121,0.0271898982288536,0.737836328125,0.025316230190885,2023-10-11 13:40:35.999424
194,128,512,3,4,195,5,1000,concatenating previous CA expansion,0.5000924191268844,0.022079791475863,0.68751328125,0.0206561186733486,2023-10-11 13:41:26.765020
195,128,512,3,4,196,5,1000,concatenating previous CA expansion,0.5843344711840452,0.0326047498091882,0.723829296875,0.0318566530354469,2023-10-11 13:42:18.830432
196,128,512,3,4,197,5,1000,concatenating previous CA expansion,0.5076619150439698,0.0372912521698515,0.6900984375,0.0358050823333565,2023-10-11 13:43:10.349109
197,128,512,3,4,198,5,1000,concatenating previous CA expansion,0.4999096066268844,0.0358033848744248,0.68767734375,0.0341760575840354,2023-10-11 13:44:02.801061
198,128,512,3,4,199,5,1000,concatenating previous CA expansion,0.5169875510364321,0.0338017462238307,0.69439453125,0.0320241214914602,2023-10-11 13:44:55.057166
199,128,512,3,4,200,5,1000,concatenating previous CA expansion,0.5417264172424623,0.0455227147684028,0.70533515625,0.0421665475964781,2023-10-11 13:45:48.274697
200,128,512,3,4,201,5,1000,concatenating previous CA expansion,0.5591000687028894,0.0293484564850297,0.712505859375,0.0280548027374016,2023-10-11 13:46:41.527805
201,128,512,3,4,202,5,1000,concatenating previous CA expansion,0.5173415986180905,0.0350713423522302,0.69450234375,0.0329879713943411,2023-10-11 13:47:35.476868
202,128,512,3,4,203,5,1000,concatenating previous CA expansion,0.6480489537531408,0.0230473495501661,0.757226953125,0.0225030447667241,2023-10-11 13:48:30.604401
203,128,512,3,4,204,5,1000,concatenating previous CA expansion,0.4999762013190955,0.0442888426750511,0.6875234375,0.0406599841854967,2023-10-11 13:49:26.219185
204,128,512,3,4,205,5,1000,concatenating previous CA expansion,0.5418537590295226,0.0395777652428558,0.704686328125,0.0378054757466354,2023-10-11 13:50:20.261096
205,128,512,3,4,206,5,1000,concatenating previous CA expansion,0.5836036510678392,0.0323759677724903,0.7236890625,0.0319605958182664,2023-10-11 13:51:20.501421
206,128,512,3,4,207,5,1000,concatenating previous CA expansion,0.6478291025439699,0.0290454298924288,0.75517265625,0.0287894850185243,2023-10-11 13:52:14.430143
207,128,512,3,4,208,5,1000,concatenating previous CA expansion,0.5410598637719849,0.0407865684174674,0.704037890625,0.0376898341044122,2023-10-11 13:53:07.952762
208,128,512,3,4,209,5,1000,concatenating previous CA expansion,0.5289580480527638,0.0362875460696308,0.6993296875,0.0356270972861269,2023-10-11 13:53:59.914369
209,128,512,3,4,210,5,1000,concatenating previous CA expansion,0.5000157859610552,0.0300596733794112,0.68677109375,0.0281164756070444,2023-10-11 13:54:55.493270
210,128,512,3,4,211,5,1000,concatenating previous CA expansion,0.5937953007223619,0.0269192738090284,0.72890625,0.0257908362859393,2023-10-11 13:55:53.858770
211,128,512,3,4,212,5,1000,concatenating previous CA expansion,0.5001627453674623,0.0383165128205024,0.687226171875,0.0370126279963348,2023-10-11 13:56:47.201454
212,128,512,3,4,213,5,1000,concatenating previous CA expansion,0.5277296580559045,0.03524077597387,0.698888671875,0.0345998968023624,2023-10-11 13:57:38.447820
213,128,512,3,4,214,5,1000,concatenating previous CA expansion,0.569292988379397,0.026040217533054,0.7168359375,0.02453292938121,2023-10-11 13:58:28.978243
214,128,512,3,4,215,5,1000,concatenating previous CA expansion,0.6536550094221105,0.0265287611091359,0.7583546875,0.0248485508333106,2023-10-11 13:59:23.581955
215,128,512,3,4,216,5,1000,concatenating previous CA expansion,0.5178060988536433,0.0350472416070689,0.695298046875,0.03307464487544,2023-10-11 14:00:18.670038
216,128,512,3,4,217,5,1000,concatenating previous CA expansion,0.6477137091708542,0.0231689121121528,0.75724375,0.0217643338521385,2023-10-11 14:01:13.421419
217,128,512,3,4,218,5,1000,concatenating previous CA expansion,0.6401577437971105,0.0312938747445526,0.753869921875,0.0281648923654394,2023-10-11 14:02:06.822678
218,128,512,3,4,219,5,1000,concatenating previous CA expansion,0.7676094535175879,0.018792479173405,0.83531640625,0.0173576534045897,2023-10-11 14:02:58.448973
219,128,512,3,4,220,5,1000,concatenating previous CA expansion,0.5832088646356783,0.0328968370829587,0.72359140625,0.0309442039276157,2023-10-11 14:03:48.989919
220,128,512,3,4,221,5,1000,concatenating previous CA expansion,0.6488149576005026,0.0294357043539994,0.75482578125,0.0293887846957568,2023-10-11 14:04:40.154672
221,128,512,3,4,222,5,1000,concatenating previous CA expansion,0.6963182612280151,0.0265835143114307,0.781898046875,0.0248228671046018,2023-10-11 14:05:31.288872
222,128,512,3,4,223,5,1000,concatenating previous CA expansion,0.7723215628925879,0.0258517164174009,0.830833203125,0.0250588251736926,2023-10-11 14:06:22.068987
223,128,512,3,4,224,5,1000,concatenating previous CA expansion,0.6155724619189699,0.0426164387081661,0.740664453125,0.0391899927230481,2023-10-11 14:07:13.168933
224,128,512,3,4,225,5,1000,concatenating previous CA expansion,0.4999803980841708,0.0270307162693487,0.68760625,0.0254318655941253,2023-10-11 14:08:04.256407
225,128,512,3,4,226,5,1000,concatenating previous CA expansion,0.4999592042242462,0.0384718232978656,0.687435546875,0.0371427230402862,2023-10-11 14:08:58.522648
226,128,512,3,4,227,5,1000,concatenating previous CA expansion,0.540881008558417,0.0323807254352094,0.704262890625,0.031190713857668,2023-10-11 14:09:52.046546
227,128,512,3,4,228,5,1000,concatenating previous CA expansion,0.5165861985709799,0.0349317838284957,0.694439453125,0.0329458316348675,2023-10-11 14:10:43.724922
228,128,512,3,4,229,5,1000,concatenating previous CA expansion,0.5619526538944724,0.0279946960293345,0.7137234375,0.0262909911068203,2023-10-11 14:11:37.199038
229,128,512,3,4,230,5,1000,concatenating previous CA expansion,0.6102598932160804,0.0274509449436908,0.73705,0.0253921721163266,2023-10-11 14:12:28.945581
230,128,512,3,4,231,5,1000,concatenating previous CA expansion,0.6903063442211055,0.0205200973647696,0.778546875,0.0202898145557575,2023-10-11 14:13:23.841584
231,128,512,3,4,232,5,1000,concatenating previous CA expansion,0.5002864380496231,0.0477492251108796,0.687698828125,0.0451181613784907,2023-10-11 14:14:15.935207
232,128,512,3,4,233,5,1000,concatenating previous CA expansion,0.6450348834013819,0.0301233913496389,0.757099609375,0.0273598289081734,2023-10-11 14:15:11.364526
233,128,512,3,4,234,5,1000,concatenating previous CA expansion,0.6148081834956031,0.0422631254186412,0.739835546875,0.0384483013259027,2023-10-11 14:16:03.474706
234,128,512,3,4,235,5,1000,concatenating previous CA expansion,0.7501379926978643,0.0274504138068073,0.820663671875,0.025861489714207,2023-10-11 14:16:54.697157
235,128,512,3,4,236,5,1000,concatenating previous CA expansion,0.5413659233668342,0.045528941944048,0.7042734375,0.0419405321824377,2023-10-11 14:17:46.094243
236,128,512,3,4,237,5,1000,concatenating previous CA expansion,0.7285626707757538,0.0309580112303618,0.803810546875,0.028832822107917,2023-10-11 14:18:37.345273
237,128,512,3,4,238,5,1000,concatenating previous CA expansion,0.7474858648712311,0.03243094158692,0.819363671875,0.0311152979645951,2023-10-11 14:19:29.095646
238,128,512,3,4,239,5,1000,concatenating previous CA expansion,0.8409123292242462,0.0125183825260832,0.891753515625,0.0120353627748731,2023-10-11 14:20:19.990527
239,128,512,3,4,240,5,1000,concatenating previous CA expansion,0.5000442917713568,0.0442895540626736,0.6877953125,0.0412789694380939,2023-10-11 14:21:11.081341
240,128,512,3,4,241,5,1000,concatenating previous CA expansion,0.5424199140232412,0.038538603281438,0.704980859375,0.0360113943908099,2023-10-11 14:22:02.555504
241,128,512,3,4,242,5,1000,concatenating previous CA expansion,0.5588841433731155,0.0383965971435186,0.71254375,0.0370389987607551,2023-10-11 14:22:53.721166
242,128,512,3,4,243,5,1000,concatenating previous CA expansion,0.6477701672424623,0.0293967384524225,0.755096875,0.0292515526931637,2023-10-11 14:23:45.036089
243,128,512,3,4,244,5,1000,concatenating previous CA expansion,0.5422054903423367,0.0406154642117768,0.704970703125,0.0382924476906397,2023-10-11 14:24:35.965312
244,128,512,3,4,245,5,1000,concatenating previous CA expansion,0.6477282349246232,0.0294385713094452,0.75474609375,0.0295064832384441,2023-10-11 14:25:27.059331
245,128,512,3,4,246,5,1000,concatenating previous CA expansion,0.6956005692525126,0.0250976798922362,0.78186640625,0.0237997074269495,2023-10-11 14:26:18.456360
246,128,512,3,4,247,5,1000,concatenating previous CA expansion,0.7716967807788945,0.0203245262582005,0.831153125,0.0199461268439318,2023-10-11 14:27:09.907629
247,128,512,3,4,248,5,1000,concatenating previous CA expansion,0.6162965275596733,0.0416449786511252,0.740419140625,0.0382918537430591,2023-10-11 14:28:01.274777
248,128,512,3,4,249,5,1000,concatenating previous CA expansion,0.7501361769786432,0.0279174079898329,0.821059375,0.0264695186023294,2023-10-11 14:28:52.683543
249,128,512,3,4,250,5,1000,concatenating previous CA expansion,0.7514622212625628,0.0321722582801721,0.82183359375,0.0304820102455267,2023-10-11 14:29:44.162731
250,128,512,3,4,251,5,1000,concatenating previous CA expansion,0.8321103230998744,0.016564774831345,0.882751953125,0.0162896759429977,2023-10-11 14:30:36.052045
251,128,512,3,4,252,5,1000,concatenating previous CA expansion,0.7480058417085427,0.0330853331330945,0.81975625,0.0313206530989836,2023-10-11 14:31:27.282957
252,128,512,3,4,253,5,1000,concatenating previous CA expansion,0.8407649948963568,0.0125351316995339,0.891230859375,0.0122016982037909,2023-10-11 14:32:18.745998
253,128,512,3,4,254,5,1000,concatenating previous CA expansion,0.8302715157820352,0.021708655799696754,0.881647265625,0.020857973059015475,2023-10-11 14:33:10.286126
