rule,difference_base,seed,benchmark,classifier,baseline
5,-0.0084175084175084,435422400,digits,SVM Linear,
6,0.0033670033670033,435422400,digits,SVM Linear,
7,-0.0101010101010101,435422400,digits,SVM Linear,
8,0.0117845117845117,435422400,digits,SVM Linear,
9,0.0117845117845117,435422400,digits,SVM Linear,
10,-0.0117845117845117,435422400,digits,SVM Linear,
11,0.0168350168350167,435422400,digits,SVM Linear,
12,0.0033670033670033,435422400,digits,SVM Linear,
13,0.0117845117845117,435422400,digits,SVM Linear,
14,0.01010101010101,435422400,digits,SVM Linear,
15,-0.0016835016835017,435422400,digits,SVM Linear,
18,0.0050505050505049,435422400,digits,SVM Linear,
19,-0.0134680134680135,435422400,digits,SVM Linear,
22,0.0235690235690235,435422400,digits,SVM Linear,
23,-0.0286195286195286,435422400,digits,SVM Linear,
24,0.0084175084175084,435422400,digits,SVM Linear,
25,0.0151515151515151,435422400,digits,SVM Linear,
26,0.0117845117845117,435422400,digits,SVM Linear,
27,0.0067340067340067,435422400,digits,SVM Linear,
28,0.0151515151515151,435422400,digits,SVM Linear,
29,0.0067340067340067,435422400,digits,SVM Linear,
30,0.0218855218855218,435422400,digits,SVM Linear,
32,0.0084175084175084,435422400,digits,SVM Linear,
33,0.0117845117845117,435422400,digits,SVM Linear,
34,0.0033670033670033,435422400,digits,SVM Linear,
35,0.0185185185185184,435422400,digits,SVM Linear,
36,0.01010101010101,435422400,digits,SVM Linear,
37,0.0252525252525251,435422400,digits,SVM Linear,
38,0.0117845117845117,435422400,digits,SVM Linear,
40,0.0033670033670033,435422400,digits,SVM Linear,
41,0.0151515151515151,435422400,digits,SVM Linear,
42,-0.0033670033670033,435422400,digits,SVM Linear,
43,0.0168350168350167,435422400,digits,SVM Linear,
44,0.0050505050505049,435422400,digits,SVM Linear,
45,0.0151515151515151,435422400,digits,SVM Linear,
46,0.0084175084175084,435422400,digits,SVM Linear,
50,0.0084175084175084,435422400,digits,SVM Linear,
51,-0.0016835016835017,435422400,digits,SVM Linear,
54,0.0067340067340067,435422400,digits,SVM Linear,
56,-0.0033670033670033,435422400,digits,SVM Linear,
57,0.0185185185185184,435422400,digits,SVM Linear,
58,0.01010101010101,435422400,digits,SVM Linear,
60,0.0151515151515151,435422400,digits,SVM Linear,
62,0.0269360269360269,435422400,digits,SVM Linear,
72,-0.0134680134680135,435422400,digits,SVM Linear,
73,0.0117845117845117,435422400,digits,SVM Linear,
74,0.0050505050505049,435422400,digits,SVM Linear,
76,-0.0033670033670033,435422400,digits,SVM Linear,
77,0.0067340067340067,435422400,digits,SVM Linear,
78,0.0134680134680134,435422400,digits,SVM Linear,
90,0.01010101010101,435422400,digits,SVM Linear,
94,0.0168350168350167,435422400,digits,SVM Linear,
104,-0.0117845117845117,435422400,digits,SVM Linear,
105,0.0016835016835016,435422400,digits,SVM Linear,
106,-0.0067340067340068,435422400,digits,SVM Linear,
108,-0.0033670033670033,435422400,digits,SVM Linear,
110,0.0151515151515151,435422400,digits,SVM Linear,
122,0.0050505050505049,435422400,digits,SVM Linear,
126,0.0269360269360269,435422400,digits,SVM Linear,
128,0.0067340067340067,435422400,digits,SVM Linear,
130,0.0067340067340067,435422400,digits,SVM Linear,
132,0.0134680134680134,435422400,digits,SVM Linear,
134,0.01010101010101,435422400,digits,SVM Linear,
136,-0.0016835016835017,435422400,digits,SVM Linear,
138,-0.0084175084175084,435422400,digits,SVM Linear,
140,0.0151515151515151,435422400,digits,SVM Linear,
142,0.0218855218855218,435422400,digits,SVM Linear,
146,0.01010101010101,435422400,digits,SVM Linear,
150,0.0016835016835016,435422400,digits,SVM Linear,
152,-0.0067340067340068,435422400,digits,SVM Linear,
154,0.0067340067340067,435422400,digits,SVM Linear,
156,0.0067340067340067,435422400,digits,SVM Linear,
160,0.0117845117845117,435422400,digits,SVM Linear,
162,0.0168350168350167,435422400,digits,SVM Linear,
164,0.0067340067340067,435422400,digits,SVM Linear,
168,0.01010101010101,435422400,digits,SVM Linear,
170,-0.0016835016835017,435422400,digits,SVM Linear,
172,0.0033670033670033,435422400,digits,SVM Linear,
178,0.0067340067340067,435422400,digits,SVM Linear,
184,0.0,435422400,digits,SVM Linear,
200,-0.0134680134680135,435422400,digits,SVM Linear,
204,-0.0016835016835017,435422400,digits,SVM Linear,
232,-0.0286195286195286,435422400,digits,SVM Linear,
1,0.0,385923193,digits,SVM Linear,
2,-0.0168350168350167,385923193,digits,SVM Linear,
3,0.0,385923193,digits,SVM Linear,
4,0.0016835016835017,385923193,digits,SVM Linear,
5,-0.0067340067340067,385923193,digits,SVM Linear,
6,0.0,385923193,digits,SVM Linear,
7,-0.0185185185185184,385923193,digits,SVM Linear,
8,-0.0050505050505049,385923193,digits,SVM Linear,
9,-0.0168350168350167,385923193,digits,SVM Linear,
10,-0.0235690235690235,385923193,digits,SVM Linear,
11,0.0,385923193,digits,SVM Linear,
12,-0.0033670033670033,385923193,digits,SVM Linear,
13,-0.0117845117845117,385923193,digits,SVM Linear,
14,-0.0016835016835016,385923193,digits,SVM Linear,
15,-0.0067340067340067,385923193,digits,SVM Linear,
18,-0.0218855218855218,385923193,digits,SVM Linear,
19,-0.0151515151515151,385923193,digits,SVM Linear,
22,-0.0050505050505049,385923193,digits,SVM Linear,
23,-0.0286195286195285,385923193,digits,SVM Linear,
24,-0.0235690235690235,385923193,digits,SVM Linear,
25,-0.01010101010101,385923193,digits,SVM Linear,
26,-0.0202020202020202,385923193,digits,SVM Linear,
27,-0.0202020202020202,385923193,digits,SVM Linear,
28,-0.0168350168350167,385923193,digits,SVM Linear,
29,-0.0134680134680134,385923193,digits,SVM Linear,
30,0.0033670033670033,385923193,digits,SVM Linear,
32,-0.0033670033670033,385923193,digits,SVM Linear,
33,-0.0084175084175084,385923193,digits,SVM Linear,
34,-0.0033670033670033,385923193,digits,SVM Linear,
35,-0.0016835016835016,385923193,digits,SVM Linear,
36,0.0016835016835017,385923193,digits,SVM Linear,
37,0.0016835016835017,385923193,digits,SVM Linear,
38,0.0084175084175084,385923193,digits,SVM Linear,
40,-0.01010101010101,385923193,digits,SVM Linear,
41,-0.0050505050505049,385923193,digits,SVM Linear,
42,-0.0252525252525251,385923193,digits,SVM Linear,
43,0.0101010101010101,385923193,digits,SVM Linear,
44,0.005050505050505,385923193,digits,SVM Linear,
45,0.0,385923193,digits,SVM Linear,
46,0.0,385923193,digits,SVM Linear,
50,-0.0202020202020202,385923193,digits,SVM Linear,
51,-0.0067340067340067,385923193,digits,SVM Linear,
54,-0.0016835016835016,385923193,digits,SVM Linear,
56,-0.0235690235690235,385923193,digits,SVM Linear,
57,-0.0016835016835016,385923193,digits,SVM Linear,
58,-0.0235690235690235,385923193,digits,SVM Linear,
60,-0.0016835016835016,385923193,digits,SVM Linear,
62,-0.0016835016835016,385923193,digits,SVM Linear,
72,-0.0252525252525251,385923193,digits,SVM Linear,
73,-0.0050505050505049,385923193,digits,SVM Linear,
74,-0.0168350168350167,385923193,digits,SVM Linear,
76,-0.0202020202020202,385923193,digits,SVM Linear,
77,-0.0151515151515151,385923193,digits,SVM Linear,
78,-0.0235690235690235,385923193,digits,SVM Linear,
90,-0.0286195286195285,385923193,digits,SVM Linear,
94,-0.0218855218855218,385923193,digits,SVM Linear,
104,-0.0202020202020202,385923193,digits,SVM Linear,
105,-0.0185185185185184,385923193,digits,SVM Linear,
106,-0.0117845117845117,385923193,digits,SVM Linear,
108,-0.0134680134680134,385923193,digits,SVM Linear,
110,-0.0202020202020202,385923193,digits,SVM Linear,
122,-0.0252525252525251,385923193,digits,SVM Linear,
126,-0.0016835016835016,385923193,digits,SVM Linear,
128,-0.0134680134680134,385923193,digits,SVM Linear,
130,-0.0168350168350167,385923193,digits,SVM Linear,
132,-0.0134680134680134,385923193,digits,SVM Linear,
134,-0.0033670033670033,385923193,digits,SVM Linear,
136,-0.0235690235690235,385923193,digits,SVM Linear,
138,-0.0218855218855218,385923193,digits,SVM Linear,
140,-0.0084175084175084,385923193,digits,SVM Linear,
142,0.0,385923193,digits,SVM Linear,
146,-0.0235690235690235,385923193,digits,SVM Linear,
150,-0.0185185185185184,385923193,digits,SVM Linear,
152,-0.0235690235690235,385923193,digits,SVM Linear,
154,-0.0117845117845117,385923193,digits,SVM Linear,
156,-0.0151515151515151,385923193,digits,SVM Linear,
160,-0.0202020202020202,385923193,digits,SVM Linear,
162,-0.0050505050505049,385923193,digits,SVM Linear,
164,-0.0067340067340067,385923193,digits,SVM Linear,
168,-0.0168350168350167,385923193,digits,SVM Linear,
170,-0.0067340067340067,385923193,digits,SVM Linear,
172,-0.0067340067340067,385923193,digits,SVM Linear,
178,-0.0151515151515151,385923193,digits,SVM Linear,
184,-0.0117845117845117,385923193,digits,SVM Linear,
200,-0.0185185185185184,385923193,digits,SVM Linear,
204,-0.0067340067340067,385923193,digits,SVM Linear,
232,-0.0286195286195285,385923193,digits,SVM Linear,
1,0.0168350168350167,1032315806,digits,SVM Linear,
2,-0.0033670033670034,1032315806,digits,SVM Linear,
3,0.0117845117845117,1032315806,digits,SVM Linear,
4,0.0235690235690235,1032315806,digits,SVM Linear,
5,-0.0067340067340068,1032315806,digits,SVM Linear,
6,0.0168350168350167,1032315806,digits,SVM Linear,
7,-0.0067340067340068,1032315806,digits,SVM Linear,
8,0.0050505050505049,1032315806,digits,SVM Linear,
9,0.01010101010101,1032315806,digits,SVM Linear,
10,-0.0033670033670034,1032315806,digits,SVM Linear,
11,0.0168350168350167,1032315806,digits,SVM Linear,
12,0.0134680134680134,1032315806,digits,SVM Linear,
13,0.0067340067340067,1032315806,digits,SVM Linear,
14,0.0084175084175083,1032315806,digits,SVM Linear,
15,-0.0084175084175084,1032315806,digits,SVM Linear,
18,0.0,1032315806,digits,SVM Linear,
19,0.0050505050505049,1032315806,digits,SVM Linear,
22,0.0185185185185184,1032315806,digits,SVM Linear,
23,-0.0134680134680135,1032315806,digits,SVM Linear,
24,0.0185185185185184,1032315806,digits,SVM Linear,
25,0.0202020202020201,1032315806,digits,SVM Linear,
26,0.0134680134680134,1032315806,digits,SVM Linear,
27,0.0016835016835016,1032315806,digits,SVM Linear,
28,0.0202020202020201,1032315806,digits,SVM Linear,
29,0.0134680134680134,1032315806,digits,SVM Linear,
30,0.0286195286195285,1032315806,digits,SVM Linear,
32,0.0067340067340067,1032315806,digits,SVM Linear,
33,0.0202020202020201,1032315806,digits,SVM Linear,
34,0.0134680134680134,1032315806,digits,SVM Linear,
35,0.0185185185185184,1032315806,digits,SVM Linear,
36,0.0218855218855218,1032315806,digits,SVM Linear,
37,0.0218855218855218,1032315806,digits,SVM Linear,
38,0.0185185185185184,1032315806,digits,SVM Linear,
40,0.0067340067340067,1032315806,digits,SVM Linear,
41,0.0185185185185184,1032315806,digits,SVM Linear,
42,-0.0117845117845117,1032315806,digits,SVM Linear,
43,0.0134680134680134,1032315806,digits,SVM Linear,
44,0.0134680134680134,1032315806,digits,SVM Linear,
45,0.0202020202020201,1032315806,digits,SVM Linear,
46,0.0067340067340067,1032315806,digits,SVM Linear,
50,0.0084175084175083,1032315806,digits,SVM Linear,
51,-0.0084175084175084,1032315806,digits,SVM Linear,
54,0.0151515151515151,1032315806,digits,SVM Linear,
56,0.0134680134680134,1032315806,digits,SVM Linear,
57,0.0168350168350167,1032315806,digits,SVM Linear,
58,0.0016835016835016,1032315806,digits,SVM Linear,
60,0.0252525252525251,1032315806,digits,SVM Linear,
62,0.0067340067340067,1032315806,digits,SVM Linear,
72,0.01010101010101,1032315806,digits,SVM Linear,
73,0.0134680134680134,1032315806,digits,SVM Linear,
74,0.0050505050505049,1032315806,digits,SVM Linear,
76,-0.0033670033670034,1032315806,digits,SVM Linear,
77,0.0067340067340067,1032315806,digits,SVM Linear,
78,0.0202020202020201,1032315806,digits,SVM Linear,
90,0.0033670033670033,1032315806,digits,SVM Linear,
94,0.0218855218855218,1032315806,digits,SVM Linear,
104,0.0067340067340067,1032315806,digits,SVM Linear,
105,0.0185185185185184,1032315806,digits,SVM Linear,
106,0.0033670033670033,1032315806,digits,SVM Linear,
108,0.0202020202020201,1032315806,digits,SVM Linear,
110,0.0218855218855218,1032315806,digits,SVM Linear,
122,0.0050505050505049,1032315806,digits,SVM Linear,
126,0.0235690235690235,1032315806,digits,SVM Linear,
128,0.01010101010101,1032315806,digits,SVM Linear,
130,0.01010101010101,1032315806,digits,SVM Linear,
132,0.0185185185185184,1032315806,digits,SVM Linear,
134,0.0168350168350167,1032315806,digits,SVM Linear,
136,0.0084175084175083,1032315806,digits,SVM Linear,
138,0.0050505050505049,1032315806,digits,SVM Linear,
140,0.0134680134680134,1032315806,digits,SVM Linear,
142,0.0202020202020201,1032315806,digits,SVM Linear,
146,0.0202020202020201,1032315806,digits,SVM Linear,
150,0.0185185185185184,1032315806,digits,SVM Linear,
152,0.0168350168350167,1032315806,digits,SVM Linear,
154,0.0185185185185184,1032315806,digits,SVM Linear,
156,0.0151515151515151,1032315806,digits,SVM Linear,
160,0.01010101010101,1032315806,digits,SVM Linear,
162,0.0168350168350167,1032315806,digits,SVM Linear,
164,0.0117845117845117,1032315806,digits,SVM Linear,
168,0.0050505050505049,1032315806,digits,SVM Linear,
170,-0.0084175084175084,1032315806,digits,SVM Linear,
172,0.0151515151515151,1032315806,digits,SVM Linear,
178,0.0067340067340067,1032315806,digits,SVM Linear,
184,0.0202020202020201,1032315806,digits,SVM Linear,
200,-0.0084175084175084,1032315806,digits,SVM Linear,
204,-0.0084175084175084,1032315806,digits,SVM Linear,
232,-0.0134680134680135,1032315806,digits,SVM Linear,
1,0.0067340067340067,859738823,digits,SVM Linear,
2,0.01010101010101,859738823,digits,SVM Linear,
3,0.0185185185185184,859738823,digits,SVM Linear,
4,0.0134680134680134,859738823,digits,SVM Linear,
5,-0.0067340067340068,859738823,digits,SVM Linear,
6,0.0185185185185184,859738823,digits,SVM Linear,
7,-0.0033670033670034,859738823,digits,SVM Linear,
8,0.0050505050505049,859738823,digits,SVM Linear,
9,0.0067340067340067,859738823,digits,SVM Linear,
10,-0.0084175084175084,859738823,digits,SVM Linear,
11,0.0117845117845116,859738823,digits,SVM Linear,
12,0.0033670033670033,859738823,digits,SVM Linear,
13,0.01010101010101,859738823,digits,SVM Linear,
14,0.01010101010101,859738823,digits,SVM Linear,
15,-0.0084175084175084,859738823,digits,SVM Linear,
18,0.0050505050505049,859738823,digits,SVM Linear,
19,-0.0016835016835017,859738823,digits,SVM Linear,
22,0.0067340067340067,859738823,digits,SVM Linear,
23,-0.005050505050505,859738823,digits,SVM Linear,
24,-0.0084175084175084,859738823,digits,SVM Linear,
25,0.0134680134680134,859738823,digits,SVM Linear,
26,-0.0016835016835017,859738823,digits,SVM Linear,
27,0.0117845117845116,859738823,digits,SVM Linear,
28,0.0168350168350167,859738823,digits,SVM Linear,
29,0.0067340067340067,859738823,digits,SVM Linear,
30,0.0151515151515151,859738823,digits,SVM Linear,
32,0.0033670033670033,859738823,digits,SVM Linear,
33,0.0033670033670033,859738823,digits,SVM Linear,
34,0.0033670033670033,859738823,digits,SVM Linear,
35,0.01010101010101,859738823,digits,SVM Linear,
36,0.0134680134680134,859738823,digits,SVM Linear,
37,0.01010101010101,859738823,digits,SVM Linear,
38,0.0168350168350167,859738823,digits,SVM Linear,
40,0.0016835016835016,859738823,digits,SVM Linear,
41,0.0016835016835016,859738823,digits,SVM Linear,
42,0.0,859738823,digits,SVM Linear,
43,0.0168350168350167,859738823,digits,SVM Linear,
44,0.0050505050505049,859738823,digits,SVM Linear,
45,0.0134680134680134,859738823,digits,SVM Linear,
46,0.0084175084175083,859738823,digits,SVM Linear,
50,-0.0067340067340068,859738823,digits,SVM Linear,
51,-0.0084175084175084,859738823,digits,SVM Linear,
54,0.01010101010101,859738823,digits,SVM Linear,
56,-0.0016835016835017,859738823,digits,SVM Linear,
57,0.01010101010101,859738823,digits,SVM Linear,
58,0.0134680134680134,859738823,digits,SVM Linear,
60,0.01010101010101,859738823,digits,SVM Linear,
62,0.0235690235690234,859738823,digits,SVM Linear,
72,-0.0101010101010101,859738823,digits,SVM Linear,
73,0.0117845117845116,859738823,digits,SVM Linear,
74,-0.0084175084175084,859738823,digits,SVM Linear,
76,0.0,859738823,digits,SVM Linear,
77,-0.0117845117845117,859738823,digits,SVM Linear,
78,-0.0016835016835017,859738823,digits,SVM Linear,
90,-0.0084175084175084,859738823,digits,SVM Linear,
94,0.0134680134680134,859738823,digits,SVM Linear,
104,0.0050505050505049,859738823,digits,SVM Linear,
105,0.01010101010101,859738823,digits,SVM Linear,
106,0.0033670033670033,859738823,digits,SVM Linear,
108,0.0033670033670033,859738823,digits,SVM Linear,
110,0.0084175084175083,859738823,digits,SVM Linear,
122,0.0050505050505049,859738823,digits,SVM Linear,
126,0.0168350168350167,859738823,digits,SVM Linear,
128,0.0084175084175083,859738823,digits,SVM Linear,
130,-0.0084175084175084,859738823,digits,SVM Linear,
132,0.0,859738823,digits,SVM Linear,
134,0.0084175084175083,859738823,digits,SVM Linear,
136,0.0050505050505049,859738823,digits,SVM Linear,
138,-0.0185185185185186,859738823,digits,SVM Linear,
140,0.0117845117845116,859738823,digits,SVM Linear,
142,0.0117845117845116,859738823,digits,SVM Linear,
146,-0.0016835016835017,859738823,digits,SVM Linear,
150,0.01010101010101,859738823,digits,SVM Linear,
152,0.0067340067340067,859738823,digits,SVM Linear,
154,0.0016835016835016,859738823,digits,SVM Linear,
156,0.0084175084175083,859738823,digits,SVM Linear,
160,0.0084175084175083,859738823,digits,SVM Linear,
162,0.0050505050505049,859738823,digits,SVM Linear,
164,0.0033670033670033,859738823,digits,SVM Linear,
168,0.0134680134680134,859738823,digits,SVM Linear,
170,-0.0084175084175084,859738823,digits,SVM Linear,
172,0.01010101010101,859738823,digits,SVM Linear,
178,-0.0117845117845117,859738823,digits,SVM Linear,
184,0.0084175084175083,859738823,digits,SVM Linear,
200,-0.0084175084175084,859738823,digits,SVM Linear,
204,-0.0084175084175084,859738823,digits,SVM Linear,
232,-0.005050505050505,859738823,digits,SVM Linear,
1,0.0016835016835016,603577998,digits,SVM Linear,
2,-0.0117845117845117,603577998,digits,SVM Linear,
3,0.0084175084175083,603577998,digits,SVM Linear,
4,0.0084175084175083,603577998,digits,SVM Linear,
5,-0.0084175084175084,603577998,digits,SVM Linear,
6,0.0016835016835016,603577998,digits,SVM Linear,
7,0.0050505050505049,603577998,digits,SVM Linear,
8,0.0067340067340067,603577998,digits,SVM Linear,
9,0.0,603577998,digits,SVM Linear,
10,-0.0134680134680135,603577998,digits,SVM Linear,
11,0.01010101010101,603577998,digits,SVM Linear,
12,0.0067340067340067,603577998,digits,SVM Linear,
