rule,difference_base,seed,benchmark,classifier,baseline
57,-0.0454545454545454,1481201754,digits,Bundle simple,0.765993265993266
58,-0.1144781144781145,1481201754,digits,Bundle simple,0.765993265993266
60,-0.0286195286195286,1481201754,digits,Bundle simple,0.765993265993266
62,0.0218855218855218,1481201754,digits,Bundle simple,0.765993265993266
72,-0.0622895622895622,1481201754,digits,Bundle simple,0.765993265993266
73,-0.0235690235690235,1481201754,digits,Bundle simple,0.765993265993266
74,-0.0134680134680135,1481201754,digits,Bundle simple,0.765993265993266
76,-0.0437710437710437,1481201754,digits,Bundle simple,0.765993265993266
77,-0.1565656565656565,1481201754,digits,Bundle simple,0.765993265993266
78,-0.0084175084175084,1481201754,digits,Bundle simple,0.765993265993266
90,0.005050505050505,1481201754,digits,Bundle simple,0.765993265993266
94,0.0151515151515151,1481201754,digits,Bundle simple,0.765993265993266
104,-0.074074074074074,1481201754,digits,Bundle simple,0.765993265993266
105,-0.0202020202020202,1481201754,digits,Bundle simple,0.765993265993266
106,-0.0202020202020202,1481201754,digits,Bundle simple,0.765993265993266
108,-0.0471380471380471,1481201754,digits,Bundle simple,0.765993265993266
110,-0.0016835016835017,1481201754,digits,Bundle simple,0.765993265993266
122,-0.0033670033670033,1481201754,digits,Bundle simple,0.765993265993266
126,0.042087542087542,1481201754,digits,Bundle simple,0.765993265993266
128,-0.0117845117845117,1481201754,digits,Bundle simple,0.765993265993266
130,-0.0892255892255892,1481201754,digits,Bundle simple,0.765993265993266
132,-0.0471380471380471,1481201754,digits,Bundle simple,0.765993265993266
134,-0.031986531986532,1481201754,digits,Bundle simple,0.765993265993266
136,-0.0151515151515151,1481201754,digits,Bundle simple,0.765993265993266
138,0.0202020202020202,1481201754,digits,Bundle simple,0.765993265993266
140,-0.0572390572390572,1481201754,digits,Bundle simple,0.765993265993266
142,-0.005050505050505,1481201754,digits,Bundle simple,0.765993265993266
146,-0.0858585858585858,1481201754,digits,Bundle simple,0.765993265993266
150,-0.0151515151515151,1481201754,digits,Bundle simple,0.765993265993266
152,-0.0723905723905724,1481201754,digits,Bundle simple,0.765993265993266
154,-0.1043771043771043,1481201754,digits,Bundle simple,0.765993265993266
156,-0.0606060606060606,1481201754,digits,Bundle simple,0.765993265993266
160,-0.0067340067340067,1481201754,digits,Bundle simple,0.765993265993266
162,-0.106060606060606,1481201754,digits,Bundle simple,0.765993265993266
164,-0.0286195286195286,1481201754,digits,Bundle simple,0.765993265993266
168,-0.0202020202020202,1481201754,digits,Bundle simple,0.765993265993266
170,0.0,1481201754,digits,Bundle simple,0.765993265993266
172,-0.037037037037037,1481201754,digits,Bundle simple,0.765993265993266
178,-0.1632996632996632,1481201754,digits,Bundle simple,0.765993265993266
184,-0.1464646464646465,1481201754,digits,Bundle simple,0.765993265993266
200,-0.0303030303030302,1481201754,digits,Bundle simple,0.765993265993266
204,0.0,1481201754,digits,Bundle simple,0.765993265993266
232,-0.0387205387205387,1481201754,digits,Bundle simple,0.765993265993266
1,0.0235690235690235,792703323,digits,Bundle simple,0.7626262626262627
2,-0.1043771043771044,792703323,digits,Bundle simple,0.7626262626262627
3,0.042087542087542,792703323,digits,Bundle simple,0.7626262626262627
4,-0.0488215488215488,792703323,digits,Bundle simple,0.7626262626262627
5,0.0269360269360269,792703323,digits,Bundle simple,0.7626262626262627
6,-0.0521885521885522,792703323,digits,Bundle simple,0.7626262626262627
7,0.0202020202020202,792703323,digits,Bundle simple,0.7626262626262627
8,-0.0235690235690235,792703323,digits,Bundle simple,0.7626262626262627
9,-0.0101010101010101,792703323,digits,Bundle simple,0.7626262626262627
10,-0.0589225589225589,792703323,digits,Bundle simple,0.7626262626262627
11,0.0067340067340067,792703323,digits,Bundle simple,0.7626262626262627
12,-0.0993265993265993,792703323,digits,Bundle simple,0.7626262626262627
13,-0.0875420875420875,792703323,digits,Bundle simple,0.7626262626262627
14,-0.0488215488215488,792703323,digits,Bundle simple,0.7626262626262627
15,0.0,792703323,digits,Bundle simple,0.7626262626262627
18,-0.0151515151515151,792703323,digits,Bundle simple,0.7626262626262627
19,0.0218855218855218,792703323,digits,Bundle simple,0.7626262626262627
22,0.0336700336700336,792703323,digits,Bundle simple,0.7626262626262627
23,-0.0151515151515151,792703323,digits,Bundle simple,0.7626262626262627
24,-0.0572390572390573,792703323,digits,Bundle simple,0.7626262626262627
25,0.0084175084175084,792703323,digits,Bundle simple,0.7626262626262627
26,-0.0454545454545455,792703323,digits,Bundle simple,0.7626262626262627
27,-0.0033670033670033,792703323,digits,Bundle simple,0.7626262626262627
28,-0.0252525252525253,792703323,digits,Bundle simple,0.7626262626262627
29,-0.0656565656565656,792703323,digits,Bundle simple,0.7626262626262627
30,0.0168350168350167,792703323,digits,Bundle simple,0.7626262626262627
32,0.0050505050505049,792703323,digits,Bundle simple,0.7626262626262627
33,0.0218855218855218,792703323,digits,Bundle simple,0.7626262626262627
34,-0.0993265993265993,792703323,digits,Bundle simple,0.7626262626262627
35,0.0505050505050505,792703323,digits,Bundle simple,0.7626262626262627
36,-0.0101010101010101,792703323,digits,Bundle simple,0.7626262626262627
37,0.0353535353535353,792703323,digits,Bundle simple,0.7626262626262627
38,-0.0353535353535353,792703323,digits,Bundle simple,0.7626262626262627
40,-0.0185185185185184,792703323,digits,Bundle simple,0.7626262626262627
41,0.0067340067340067,792703323,digits,Bundle simple,0.7626262626262627
42,-0.0521885521885522,792703323,digits,Bundle simple,0.7626262626262627
43,0.0084175084175084,792703323,digits,Bundle simple,0.7626262626262627
44,-0.1161616161616161,792703323,digits,Bundle simple,0.7626262626262627
45,-0.031986531986532,792703323,digits,Bundle simple,0.7626262626262627
46,-0.0471380471380471,792703323,digits,Bundle simple,0.7626262626262627
50,-0.1228956228956229,792703323,digits,Bundle simple,0.7626262626262627
51,0.0,792703323,digits,Bundle simple,0.7626262626262627
54,0.0067340067340067,792703323,digits,Bundle simple,0.7626262626262627
56,-0.0521885521885522,792703323,digits,Bundle simple,0.7626262626262627
57,-0.037037037037037,792703323,digits,Bundle simple,0.7626262626262627
58,-0.101010101010101,792703323,digits,Bundle simple,0.7626262626262627
60,0.0,792703323,digits,Bundle simple,0.7626262626262627
62,-0.0016835016835017,792703323,digits,Bundle simple,0.7626262626262627
72,-0.0505050505050505,792703323,digits,Bundle simple,0.7626262626262627
73,-0.0101010101010101,792703323,digits,Bundle simple,0.7626262626262627
74,-0.0084175084175084,792703323,digits,Bundle simple,0.7626262626262627
76,-0.037037037037037,792703323,digits,Bundle simple,0.7626262626262627
77,-0.1397306397306397,792703323,digits,Bundle simple,0.7626262626262627
78,0.0151515151515151,792703323,digits,Bundle simple,0.7626262626262627
90,0.0202020202020202,792703323,digits,Bundle simple,0.7626262626262627
94,0.031986531986532,792703323,digits,Bundle simple,0.7626262626262627
104,-0.0404040404040404,792703323,digits,Bundle simple,0.7626262626262627
105,-0.0084175084175084,792703323,digits,Bundle simple,0.7626262626262627
106,-0.0151515151515151,792703323,digits,Bundle simple,0.7626262626262627
108,-0.0218855218855219,792703323,digits,Bundle simple,0.7626262626262627
110,0.0336700336700336,792703323,digits,Bundle simple,0.7626262626262627
122,0.0084175084175084,792703323,digits,Bundle simple,0.7626262626262627
126,0.0488215488215487,792703323,digits,Bundle simple,0.7626262626262627
128,0.0117845117845117,792703323,digits,Bundle simple,0.7626262626262627
130,-0.0875420875420875,792703323,digits,Bundle simple,0.7626262626262627
132,-0.0252525252525253,792703323,digits,Bundle simple,0.7626262626262627
134,-0.0168350168350168,792703323,digits,Bundle simple,0.7626262626262627
136,-0.0168350168350168,792703323,digits,Bundle simple,0.7626262626262627
138,0.0,792703323,digits,Bundle simple,0.7626262626262627
140,-0.0505050505050505,792703323,digits,Bundle simple,0.7626262626262627
142,0.0185185185185184,792703323,digits,Bundle simple,0.7626262626262627
146,-0.0521885521885522,792703323,digits,Bundle simple,0.7626262626262627
150,-0.005050505050505,792703323,digits,Bundle simple,0.7626262626262627
152,-0.0471380471380471,792703323,digits,Bundle simple,0.7626262626262627
154,-0.042087542087542,792703323,digits,Bundle simple,0.7626262626262627
156,-0.0521885521885522,792703323,digits,Bundle simple,0.7626262626262627
160,0.0168350168350167,792703323,digits,Bundle simple,0.7626262626262627
162,-0.1111111111111111,792703323,digits,Bundle simple,0.7626262626262627
164,-0.005050505050505,792703323,digits,Bundle simple,0.7626262626262627
168,-0.005050505050505,792703323,digits,Bundle simple,0.7626262626262627
170,0.0,792703323,digits,Bundle simple,0.7626262626262627
172,-0.0353535353535353,792703323,digits,Bundle simple,0.7626262626262627
178,-0.1397306397306397,792703323,digits,Bundle simple,0.7626262626262627
184,-0.0892255892255892,792703323,digits,Bundle simple,0.7626262626262627
200,-0.0202020202020202,792703323,digits,Bundle simple,0.7626262626262627
204,0.0,792703323,digits,Bundle simple,0.7626262626262627
232,-0.0134680134680135,792703323,digits,Bundle simple,0.7626262626262627
1,0.0151515151515151,132719939,digits,Bundle simple,0.7811447811447811
2,-0.1397306397306397,132719939,digits,Bundle simple,0.7811447811447811
3,0.0185185185185184,132719939,digits,Bundle simple,0.7811447811447811
4,-0.042087542087542,132719939,digits,Bundle simple,0.7811447811447811
5,0.0084175084175084,132719939,digits,Bundle simple,0.7811447811447811
6,-0.0572390572390572,132719939,digits,Bundle simple,0.7811447811447811
7,0.0033670033670033,132719939,digits,Bundle simple,0.7811447811447811
8,-0.0505050505050505,132719939,digits,Bundle simple,0.7811447811447811
9,-0.0404040404040404,132719939,digits,Bundle simple,0.7811447811447811
10,-0.0824915824915825,132719939,digits,Bundle simple,0.7811447811447811
11,-0.0202020202020202,132719939,digits,Bundle simple,0.7811447811447811
12,-0.1262626262626263,132719939,digits,Bundle simple,0.7811447811447811
13,-0.0757575757575758,132719939,digits,Bundle simple,0.7811447811447811
14,-0.0454545454545454,132719939,digits,Bundle simple,0.7811447811447811
15,-0.0016835016835017,132719939,digits,Bundle simple,0.7811447811447811
18,-0.0505050505050505,132719939,digits,Bundle simple,0.7811447811447811
19,-0.0269360269360269,132719939,digits,Bundle simple,0.7811447811447811
22,0.0353535353535353,132719939,digits,Bundle simple,0.7811447811447811
23,-0.0555555555555555,132719939,digits,Bundle simple,0.7811447811447811
24,-0.0673400673400673,132719939,digits,Bundle simple,0.7811447811447811
25,-0.0336700336700336,132719939,digits,Bundle simple,0.7811447811447811
26,-0.0505050505050505,132719939,digits,Bundle simple,0.7811447811447811
27,-0.0387205387205387,132719939,digits,Bundle simple,0.7811447811447811
28,-0.0387205387205387,132719939,digits,Bundle simple,0.7811447811447811
29,-0.0841750841750841,132719939,digits,Bundle simple,0.7811447811447811
30,0.0151515151515151,132719939,digits,Bundle simple,0.7811447811447811
32,-0.0067340067340067,132719939,digits,Bundle simple,0.7811447811447811
33,0.0067340067340067,132719939,digits,Bundle simple,0.7811447811447811
34,-0.1262626262626263,132719939,digits,Bundle simple,0.7811447811447811
35,0.005050505050505,132719939,digits,Bundle simple,0.7811447811447811
36,-0.0353535353535353,132719939,digits,Bundle simple,0.7811447811447811
37,0.01010101010101,132719939,digits,Bundle simple,0.7811447811447811
38,-0.0488215488215487,132719939,digits,Bundle simple,0.7811447811447811
40,-0.0555555555555555,132719939,digits,Bundle simple,0.7811447811447811
41,-0.0286195286195286,132719939,digits,Bundle simple,0.7811447811447811
42,-0.0723905723905723,132719939,digits,Bundle simple,0.7811447811447811
43,-0.0269360269360269,132719939,digits,Bundle simple,0.7811447811447811
44,-0.1397306397306397,132719939,digits,Bundle simple,0.7811447811447811
45,-0.0387205387205387,132719939,digits,Bundle simple,0.7811447811447811
46,-0.0606060606060605,132719939,digits,Bundle simple,0.7811447811447811
50,-0.1161616161616161,132719939,digits,Bundle simple,0.7811447811447811
51,-0.0016835016835017,132719939,digits,Bundle simple,0.7811447811447811
54,0.0134680134680135,132719939,digits,Bundle simple,0.7811447811447811
56,-0.0993265993265993,132719939,digits,Bundle simple,0.7811447811447811
57,-0.0505050505050505,132719939,digits,Bundle simple,0.7811447811447811
58,-0.0942760942760942,132719939,digits,Bundle simple,0.7811447811447811
60,-0.0151515151515151,132719939,digits,Bundle simple,0.7811447811447811
62,-0.0016835016835017,132719939,digits,Bundle simple,0.7811447811447811
72,-0.0858585858585858,132719939,digits,Bundle simple,0.7811447811447811
73,-0.031986531986532,132719939,digits,Bundle simple,0.7811447811447811
74,-0.0185185185185184,132719939,digits,Bundle simple,0.7811447811447811
76,-0.0673400673400673,132719939,digits,Bundle simple,0.7811447811447811
77,-0.1262626262626263,132719939,digits,Bundle simple,0.7811447811447811
78,-0.0269360269360269,132719939,digits,Bundle simple,0.7811447811447811
90,-0.01010101010101,132719939,digits,Bundle simple,0.7811447811447811
94,0.0134680134680135,132719939,digits,Bundle simple,0.7811447811447811
104,-0.0824915824915825,132719939,digits,Bundle simple,0.7811447811447811
105,-0.0218855218855218,132719939,digits,Bundle simple,0.7811447811447811
106,-0.0370370370370369,132719939,digits,Bundle simple,0.7811447811447811
108,-0.0488215488215487,132719939,digits,Bundle simple,0.7811447811447811
110,0.01010101010101,132719939,digits,Bundle simple,0.7811447811447811
122,0.0067340067340067,132719939,digits,Bundle simple,0.7811447811447811
126,0.0471380471380471,132719939,digits,Bundle simple,0.7811447811447811
128,-0.0303030303030302,132719939,digits,Bundle simple,0.7811447811447811
130,-0.1144781144781145,132719939,digits,Bundle simple,0.7811447811447811
132,-0.042087542087542,132719939,digits,Bundle simple,0.7811447811447811
134,-0.042087542087542,132719939,digits,Bundle simple,0.7811447811447811
136,-0.0488215488215487,132719939,digits,Bundle simple,0.7811447811447811
138,0.0016835016835017,132719939,digits,Bundle simple,0.7811447811447811
140,-0.074074074074074,132719939,digits,Bundle simple,0.7811447811447811
142,0.01010101010101,132719939,digits,Bundle simple,0.7811447811447811
146,-0.0925925925925925,132719939,digits,Bundle simple,0.7811447811447811
150,-0.0185185185185184,132719939,digits,Bundle simple,0.7811447811447811
152,-0.0589225589225589,132719939,digits,Bundle simple,0.7811447811447811
154,-0.0723905723905723,132719939,digits,Bundle simple,0.7811447811447811
156,-0.0454545454545454,132719939,digits,Bundle simple,0.7811447811447811
160,-0.031986531986532,132719939,digits,Bundle simple,0.7811447811447811
162,-0.1447811447811448,132719939,digits,Bundle simple,0.7811447811447811
164,-0.031986531986532,132719939,digits,Bundle simple,0.7811447811447811
168,-0.0353535353535353,132719939,digits,Bundle simple,0.7811447811447811
170,0.0,132719939,digits,Bundle simple,0.7811447811447811
172,-0.0589225589225589,132719939,digits,Bundle simple,0.7811447811447811
178,-0.1279461279461279,132719939,digits,Bundle simple,0.7811447811447811
184,-0.1363636363636363,132719939,digits,Bundle simple,0.7811447811447811
200,-0.0437710437710437,132719939,digits,Bundle simple,0.7811447811447811
204,0.0,132719939,digits,Bundle simple,0.7811447811447811
232,-0.0555555555555555,132719939,digits,Bundle simple,0.7811447811447811
1,0.0387205387205387,477729993,digits,Bundle simple,0.7946127946127947
2,-0.1346801346801347,477729993,digits,Bundle simple,0.7946127946127947
3,0.0269360269360269,477729993,digits,Bundle simple,0.7946127946127947
4,-0.063973063973064,477729993,digits,Bundle simple,0.7946127946127947
5,0.0185185185185184,477729993,digits,Bundle simple,0.7946127946127947
6,-0.0690235690235691,477729993,digits,Bundle simple,0.7946127946127947
7,-0.005050505050505,477729993,digits,Bundle simple,0.7946127946127947
8,-0.0521885521885522,477729993,digits,Bundle simple,0.7946127946127947
9,-0.0067340067340068,477729993,digits,Bundle simple,0.7946127946127947
10,-0.0841750841750842,477729993,digits,Bundle simple,0.7946127946127947
11,0.0,477729993,digits,Bundle simple,0.7946127946127947
12,-0.1363636363636364,477729993,digits,Bundle simple,0.7946127946127947
13,-0.106060606060606,477729993,digits,Bundle simple,0.7946127946127947
14,-0.063973063973064,477729993,digits,Bundle simple,0.7946127946127947
15,0.0,477729993,digits,Bundle simple,0.7946127946127947
18,-0.063973063973064,477729993,digits,Bundle simple,0.7946127946127947
19,0.0016835016835016,477729993,digits,Bundle simple,0.7946127946127947
22,0.0404040404040403,477729993,digits,Bundle simple,0.7946127946127947
23,-0.0471380471380471,477729993,digits,Bundle simple,0.7946127946127947
24,-0.0488215488215488,477729993,digits,Bundle simple,0.7946127946127947
25,-0.0117845117845117,477729993,digits,Bundle simple,0.7946127946127947
26,-0.0454545454545455,477729993,digits,Bundle simple,0.7946127946127947
27,-0.0202020202020202,477729993,digits,Bundle simple,0.7946127946127947
28,-0.0505050505050505,477729993,digits,Bundle simple,0.7946127946127947
29,-0.0774410774410775,477729993,digits,Bundle simple,0.7946127946127947
30,0.0185185185185184,477729993,digits,Bundle simple,0.7946127946127947
32,0.0016835016835016,477729993,digits,Bundle simple,0.7946127946127947
33,0.0218855218855218,477729993,digits,Bundle simple,0.7946127946127947
34,-0.1363636363636364,477729993,digits,Bundle simple,0.7946127946127947
35,0.0303030303030302,477729993,digits,Bundle simple,0.7946127946127947
36,-0.0521885521885522,477729993,digits,Bundle simple,0.7946127946127947
37,0.0252525252525251,477729993,digits,Bundle simple,0.7946127946127947
38,-0.0538720538720539,477729993,digits,Bundle simple,0.7946127946127947
40,-0.0471380471380471,477729993,digits,Bundle simple,0.7946127946127947
41,-0.0084175084175084,477729993,digits,Bundle simple,0.7946127946127947
42,-0.0690235690235691,477729993,digits,Bundle simple,0.7946127946127947
43,-0.0067340067340068,477729993,digits,Bundle simple,0.7946127946127947
44,-0.1363636363636364,477729993,digits,Bundle simple,0.7946127946127947
45,-0.037037037037037,477729993,digits,Bundle simple,0.7946127946127947
46,-0.0622895622895622,477729993,digits,Bundle simple,0.7946127946127947
50,-0.1515151515151516,477729993,digits,Bundle simple,0.7946127946127947
51,0.0,477729993,digits,Bundle simple,0.7946127946127947
54,0.0319865319865318,477729993,digits,Bundle simple,0.7946127946127947
56,-0.0909090909090909,477729993,digits,Bundle simple,0.7946127946127947
57,-0.0622895622895622,477729993,digits,Bundle simple,0.7946127946127947
58,-0.1195286195286196,477729993,digits,Bundle simple,0.7946127946127947
60,-0.0185185185185186,477729993,digits,Bundle simple,0.7946127946127947
62,0.0134680134680134,477729993,digits,Bundle simple,0.7946127946127947
72,-0.0690235690235691,477729993,digits,Bundle simple,0.7946127946127947
73,-0.0134680134680135,477729993,digits,Bundle simple,0.7946127946127947
74,-0.0117845117845117,477729993,digits,Bundle simple,0.7946127946127947
76,-0.0572390572390573,477729993,digits,Bundle simple,0.7946127946127947
77,-0.1632996632996634,477729993,digits,Bundle simple,0.7946127946127947
78,-0.0084175084175084,477729993,digits,Bundle simple,0.7946127946127947
90,0.01010101010101,477729993,digits,Bundle simple,0.7946127946127947
94,0.0235690235690235,477729993,digits,Bundle simple,0.7946127946127947
104,-0.0690235690235691,477729993,digits,Bundle simple,0.7946127946127947
105,-0.0134680134680135,477729993,digits,Bundle simple,0.7946127946127947
106,-0.0134680134680135,477729993,digits,Bundle simple,0.7946127946127947
108,-0.0555555555555555,477729993,digits,Bundle simple,0.7946127946127947
110,-0.0016835016835017,477729993,digits,Bundle simple,0.7946127946127947
122,-0.0016835016835017,477729993,digits,Bundle simple,0.7946127946127947
126,0.0471380471380471,477729993,digits,Bundle simple,0.7946127946127947
128,-0.0202020202020202,477729993,digits,Bundle simple,0.7946127946127947
130,-0.1245791245791246,477729993,digits,Bundle simple,0.7946127946127947
132,-0.0690235690235691,477729993,digits,Bundle simple,0.7946127946127947
134,-0.0420875420875421,477729993,digits,Bundle simple,0.7946127946127947
136,-0.0235690235690235,477729993,digits,Bundle simple,0.7946127946127947
138,-0.0117845117845117,477729993,digits,Bundle simple,0.7946127946127947
140,-0.0791245791245791,477729993,digits,Bundle simple,0.7946127946127947
142,0.0016835016835016,477729993,digits,Bundle simple,0.7946127946127947
146,-0.0993265993265993,477729993,digits,Bundle simple,0.7946127946127947
150,-0.0117845117845117,477729993,digits,Bundle simple,0.7946127946127947
152,-0.063973063973064,477729993,digits,Bundle simple,0.7946127946127947
154,-0.106060606060606,477729993,digits,Bundle simple,0.7946127946127947
156,-0.0505050505050505,477729993,digits,Bundle simple,0.7946127946127947
160,-0.0101010101010101,477729993,digits,Bundle simple,0.7946127946127947
162,-0.1228956228956229,477729993,digits,Bundle simple,0.7946127946127947
164,-0.0454545454545455,477729993,digits,Bundle simple,0.7946127946127947
168,-0.005050505050505,477729993,digits,Bundle simple,0.7946127946127947
170,0.0,477729993,digits,Bundle simple,0.7946127946127947
172,-0.0454545454545455,477729993,digits,Bundle simple,0.7946127946127947
178,-0.1666666666666667,477729993,digits,Bundle simple,0.7946127946127947
184,-0.1262626262626263,477729993,digits,Bundle simple,0.7946127946127947
200,-0.0286195286195286,477729993,digits,Bundle simple,0.7946127946127947
204,0.0,477729993,digits,Bundle simple,0.7946127946127947
232,-0.0505050505050505,477729993,digits,Bundle simple,0.7946127946127947
1,0.031986531986532,817217378,digits,Bundle simple,0.7962962962962963
2,-0.1043771043771043,817217378,digits,Bundle simple,0.7962962962962963
3,0.0235690235690235,817217378,digits,Bundle simple,0.7962962962962963
4,-0.0505050505050505,817217378,digits,Bundle simple,0.7962962962962963
5,0.0185185185185184,817217378,digits,Bundle simple,0.7962962962962963
6,-0.0538720538720538,817217378,digits,Bundle simple,0.7962962962962963
7,-0.0336700336700336,817217378,digits,Bundle simple,0.7962962962962963
8,-0.0336700336700336,817217378,digits,Bundle simple,0.7962962962962963
9,-0.0016835016835016,817217378,digits,Bundle simple,0.7962962962962963
10,-0.0404040404040404,817217378,digits,Bundle simple,0.7962962962962963
11,0.0067340067340067,817217378,digits,Bundle simple,0.7962962962962963
12,-0.0959595959595959,817217378,digits,Bundle simple,0.7962962962962963
13,-0.0791245791245791,817217378,digits,Bundle simple,0.7962962962962963
14,-0.0336700336700336,817217378,digits,Bundle simple,0.7962962962962963
15,0.0,817217378,digits,Bundle simple,0.7962962962962963
18,-0.0286195286195286,817217378,digits,Bundle simple,0.7962962962962963
19,-0.0134680134680134,817217378,digits,Bundle simple,0.7962962962962963
22,0.0168350168350168,817217378,digits,Bundle simple,0.7962962962962963
23,-0.0555555555555555,817217378,digits,Bundle simple,0.7962962962962963
24,-0.0791245791245791,817217378,digits,Bundle simple,0.7962962962962963
25,-0.0151515151515151,817217378,digits,Bundle simple,0.7962962962962963
26,-0.0168350168350168,817217378,digits,Bundle simple,0.7962962962962963
27,-0.0151515151515151,817217378,digits,Bundle simple,0.7962962962962963
28,-0.0353535353535353,817217378,digits,Bundle simple,0.7962962962962963
29,-0.0757575757575756,817217378,digits,Bundle simple,0.7962962962962963
30,0.0336700336700337,817217378,digits,Bundle simple,0.7962962962962963
32,-0.0016835016835016,817217378,digits,Bundle simple,0.7962962962962963
33,0.0185185185185184,817217378,digits,Bundle simple,0.7962962962962963
34,-0.0959595959595959,817217378,digits,Bundle simple,0.7962962962962963
35,0.0303030303030302,817217378,digits,Bundle simple,0.7962962962962963
36,-0.0286195286195286,817217378,digits,Bundle simple,0.7962962962962963
37,0.0202020202020202,817217378,digits,Bundle simple,0.7962962962962963
38,-0.0303030303030302,817217378,digits,Bundle simple,0.7962962962962963
40,-0.0471380471380471,817217378,digits,Bundle simple,0.7962962962962963
41,-0.005050505050505,817217378,digits,Bundle simple,0.7962962962962963
42,-0.0387205387205387,817217378,digits,Bundle simple,0.7962962962962963
43,0.0033670033670033,817217378,digits,Bundle simple,0.7962962962962963
44,-0.0976430976430976,817217378,digits,Bundle simple,0.7962962962962963
45,-0.0286195286195286,817217378,digits,Bundle simple,0.7962962962962963
46,-0.0269360269360269,817217378,digits,Bundle simple,0.7962962962962963
50,-0.1212121212121212,817217378,digits,Bundle simple,0.7962962962962963
51,0.0,817217378,digits,Bundle simple,0.7962962962962963
54,0.0067340067340067,817217378,digits,Bundle simple,0.7962962962962963
56,-0.0858585858585858,817217378,digits,Bundle simple,0.7962962962962963
57,-0.0303030303030302,817217378,digits,Bundle simple,0.7962962962962963
58,-0.0858585858585858,817217378,digits,Bundle simple,0.7962962962962963
60,-0.0168350168350168,817217378,digits,Bundle simple,0.7962962962962963
62,-0.0016835016835016,817217378,digits,Bundle simple,0.7962962962962963
72,-0.0791245791245791,817217378,digits,Bundle simple,0.7962962962962963
73,0.0016835016835017,817217378,digits,Bundle simple,0.7962962962962963
74,-0.0067340067340067,817217378,digits,Bundle simple,0.7962962962962963
76,-0.0353535353535353,817217378,digits,Bundle simple,0.7962962962962963
77,-0.138047138047138,817217378,digits,Bundle simple,0.7962962962962963
78,0.005050505050505,817217378,digits,Bundle simple,0.7962962962962963
90,0.0134680134680135,817217378,digits,Bundle simple,0.7962962962962963
94,0.0218855218855219,817217378,digits,Bundle simple,0.7962962962962963
104,-0.0589225589225589,817217378,digits,Bundle simple,0.7962962962962963
105,-0.0084175084175084,817217378,digits,Bundle simple,0.7962962962962963
106,-0.0168350168350168,817217378,digits,Bundle simple,0.7962962962962963
108,-0.01010101010101,817217378,digits,Bundle simple,0.7962962962962963
110,0.0185185185185184,817217378,digits,Bundle simple,0.7962962962962963
122,-0.005050505050505,817217378,digits,Bundle simple,0.7962962962962963
126,0.037037037037037,817217378,digits,Bundle simple,0.7962962962962963
128,-0.0437710437710437,817217378,digits,Bundle simple,0.7962962962962963
130,-0.0959595959595959,817217378,digits,Bundle simple,0.7962962962962963
132,-0.0521885521885521,817217378,digits,Bundle simple,0.7962962962962963
134,-0.0303030303030302,817217378,digits,Bundle simple,0.7962962962962963
136,-0.0521885521885521,817217378,digits,Bundle simple,0.7962962962962963
138,0.0067340067340067,817217378,digits,Bundle simple,0.7962962962962963
140,-0.0454545454545454,817217378,digits,Bundle simple,0.7962962962962963
142,-0.005050505050505,817217378,digits,Bundle simple,0.7962962962962963
146,-0.0589225589225589,817217378,digits,Bundle simple,0.7962962962962963
150,-0.0067340067340067,817217378,digits,Bundle simple,0.7962962962962963
152,-0.0690235690235689,817217378,digits,Bundle simple,0.7962962962962963
154,-0.0622895622895622,817217378,digits,Bundle simple,0.7962962962962963
156,-0.0505050505050505,817217378,digits,Bundle simple,0.7962962962962963
160,-0.0336700336700336,817217378,digits,Bundle simple,0.7962962962962963
162,-0.1127946127946127,817217378,digits,Bundle simple,0.7962962962962963
164,-0.0202020202020202,817217378,digits,Bundle simple,0.7962962962962963
168,-0.0336700336700336,817217378,digits,Bundle simple,0.7962962962962963
170,0.0,817217378,digits,Bundle simple,0.7962962962962963
172,-0.0185185185185184,817217378,digits,Bundle simple,0.7962962962962963
178,-0.1414141414141414,817217378,digits,Bundle simple,0.7962962962962963
184,-0.1144781144781145,817217378,digits,Bundle simple,0.7962962962962963
200,-0.0589225589225589,817217378,digits,Bundle simple,0.7962962962962963
204,0.0,817217378,digits,Bundle simple,0.7962962962962963
232,-0.0555555555555555,817217378,digits,Bundle simple,0.7962962962962963
1,0.0555555555555555,512893131,digits,Bundle simple,0.7609427609427609
2,-0.1161616161616161,512893131,digits,Bundle simple,0.7609427609427609
3,0.037037037037037,512893131,digits,Bundle simple,0.7609427609427609
4,-0.1212121212121212,512893131,digits,Bundle simple,0.7609427609427609
5,-0.0033670033670033,512893131,digits,Bundle simple,0.7609427609427609
6,-0.0572390572390572,512893131,digits,Bundle simple,0.7609427609427609
7,-0.0134680134680134,512893131,digits,Bundle simple,0.7609427609427609
8,-0.0437710437710437,512893131,digits,Bundle simple,0.7609427609427609
9,0.005050505050505,512893131,digits,Bundle simple,0.7609427609427609
10,-0.0858585858585858,512893131,digits,Bundle simple,0.7609427609427609
11,-0.0235690235690235,512893131,digits,Bundle simple,0.7609427609427609
12,-0.0993265993265992,512893131,digits,Bundle simple,0.7609427609427609
13,-0.101010101010101,512893131,digits,Bundle simple,0.7609427609427609
14,-0.0303030303030302,512893131,digits,Bundle simple,0.7609427609427609
15,0.0,512893131,digits,Bundle simple,0.7609427609427609
